1.	0.	0.	0.	0.	0.	0.
1.66e-7	0.38	0.	0.	0.	1.62	0.
2.45e-6	0.71	0.	0.	0.	1.18	0.
3.00e-6	1.	0.	0.	0.	1.	0.
3.23e-7 1.52	0.	0.	0.	0.81	0.
9.54e-4	5.2	0.	0.	0.	0.43	0.
2.86e-4	9.5	0.	0.	0.	0.32	0.
4.36e-5 20.	0.	0.	0.	0.22	0.
5.14e-5 30.	0.	0.	0.	0.18	0.
